"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-to-participate-in-the-largest-tech-expo-in-the-middle-east-gitex-global-2022-dubai","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-retail-innovation-conference-and-expo-2023-in-chicago","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-to-sponsor-and-exhibit-at-brighton-seo-2023-and-online-pr-show-2023","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-leap-2023-tech-conference-in-riyadh-saudi-arabia","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/sempo-hangouts-session-user-experience","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/startup-india-event-2016-key-highlights","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/advantages-of-asp-net-core","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-made-list-top-mobile-app-development-companies-goodfirms","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/best-practices-offshore-software-development","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/ui-ux-mobile-app-development","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/wireframes-mobile-app-development","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/how-to-build-an-app-like-uber","https://nmgtechnologies.com/solution/blockchain/","0","","Blockchain","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][2]/ul/li[6]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-mobile-word-capital-barcelona-the-worlds-largest-and-most-influential-connectivity-event","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/sitemap","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile App Development","301","Moved Permanently","true","","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[2]/div/div/div/div/div/div/div/div/div/span/section[1]/div/ul[2]/ul/li/ul/li[2]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-to-participate-in-the-largest-tech-expo-in-the-middle-east-gitex-global-2023-dubai","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/working-from-home-during-the-coronavirus-lockdown","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-participated-in-softwave-2023-the-republic-of-korea-software-exhibition","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/why-does-enterprise-mobility-solutions-become-so-popular","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile App Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/main/div/div[@class='content-wrapper'][1]/article/div[@class='blog-post__body-wrapper']/div[@class='blog-post__body']/span/pre[4]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/why-does-enterprise-mobility-solutions-become-so-popular","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/covid-19-resources","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/stay-ahead-of-the-game-with-koora-break-your-ultimate-companion-for-football-updates","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/","0","","mobile application development","301","Moved Permanently","true","_blank","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter1']/div[@class='chapter-content-bx']/div[@class='common-content-bx'][5]/div[@class='cms-content']/p[8]/span/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile application development","301","Moved Permanently","true","","","Absolute","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter2']/div[@class='chapter-content-bx']/div[@class='common-content-bx'][1]/div[@class='cms-content']/p[3]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/","0","","mobile application development","301","Moved Permanently","true","","","Absolute","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter2']/div[@class='chapter-content-bx']/div[@class='common-content-bx'][7]/div[@class='cms-content']/p[3]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/","0","","mobile application development","301","Moved Permanently","true","","","Absolute","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter8']/div[@class='chapter-content-bx']/div[@class='common-content-bx'][4]/div[@class='cms-content']/p[3]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/wordpress-website-perfect-solution-small-business","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/top-wordpress-themes","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-to-participate-in-the-largest-tech-expo-in-the-middle-east-gitex-global-2022-dubai","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-retail-innovation-conference-and-expo-2023-in-chicago","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-to-sponsor-and-exhibit-at-brighton-seo-2023-and-online-pr-show-2023","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-to-participate-in-leap-2023-tech-conference-in-riyadh-saudi-arabia","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/sempo-hangouts-session-user-experience","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/startup-india-event-2016-key-highlights","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/advantages-of-asp-net-core","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/nmg-technologies-made-list-top-mobile-app-development-companies-goodfirms","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/best-practices-offshore-software-development","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/ui-ux-mobile-app-development","https://nmgtechnologies.com/services/mobile-application-development/","0","","mobile app development company","301","Moved Permanently","true","_blank","noopener noreferrer","Absolute","//body/div[1]/main/div/div[@class='content-wrapper'][1]/article/div[@class='blog-post__body-wrapper']/div[@class='blog-post__body']/span/p[145]/span[1]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/ui-ux-mobile-app-development","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/wireframes-mobile-app-development","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/how-to-build-an-app-like-uber","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Development Services","301","Moved Permanently","true","","","Absolute","//body/div[1]/main/div/div[@class='content-wrapper'][1]/article/div[@class='blog-post__body-wrapper']/div[@class='blog-post__body']/span/pre[2]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/blog/how-to-build-an-app-like-uber","https://nmgtechnologies.com/services/mobile-application-development/","0","","Mobile Application Development","301","Moved Permanently","true","","","Absolute","//body/div[1]/div[2]/div/footer/div[1]/div[@class='kl-footer__content']/div[@class='kl-footer__menu']/div[@class='kl-footer__group'][1]/ul/li[2]/a","Footer","HTML"
"Hyperlink","https://nmgtechnologies.com/sitemap","https://nmgtechnologies.com/company/about-us/","0","","About Us","301","Moved Permanently","true","","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[2]/div/div/div/div/div/div/div/div/div/span/section[1]/div/ul[5]/ul/li/ul/li[1]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/contact-us","https://nmgtechnologies.com/company/about-us/","0","","Company","301","Moved Permanently","true","","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[3]/div/div/div[2]/div/div/div/span/section/section[1]/p/span/span[1]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/sitemap","https://nmgtechnologies.com/services/user-interface-design/mobile-versions/","0","","Mobile Versions","301","Moved Permanently","true","","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[2]/div/div/div/div/div/div/div/div/div/span/section[1]/div/ul[2]/ul/li/ul/li[4]/ul/li[3]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/sitemap","https://nmgtechnologies.com/services/mobile-application-development/android-app-development/","0","","Android App Development","301","Moved Permanently","true","","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[2]/div/div/div/div/div/div/div/div/div/span/section[1]/div/ul[2]/ul/li/ul/li[2]/ul/li[2]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/android-app-development/","0","","Android application development","301","Moved Permanently","true","","","Absolute","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter2']/div[@class='chapter-content-bx']/div[@class='common-content-bx'][1]/div[@class='cms-content']/p[9]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/android-app-development/","0","","android app development","301","Moved Permanently","true","","","Absolute","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter4']/div[@class='chapter-heading-bx']/div/div/p[2]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/android-app-development/","0","","Android Application Development","301","Moved Permanently","true","","","Absolute","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter4']/div[@class='chapter-content-bx']/div[@class='common-content-bx'][1]/div[@class='cms-content']/p[5]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/resources/library/mobile-app-development-guide","https://nmgtechnologies.com/services/mobile-application-development/android-app-development/","0","","android app development","301","Moved Permanently","true","","","Absolute","//body/div[2]/main/div/div/div/div/div[3]/div/div/div/div/div/div/section/div/div/div/div[@class='right']/div[@id='MA-Chapter9']/div[@class='chapter-heading-bx']/div/div/p[4]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/sitemap","https://nmgtechnologies.com/work/design/","0","","Design","301","Moved Permanently","true","","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[2]/div/div/div/div/div/div/div/div/div/span/section[1]/div/ul[4]/ul/li/ul/li[4]/a","Content","HTML"
"Hyperlink","https://nmgtechnologies.com/industry/fintech","https://nmgtechnologies.com/compound-banc","0","","View Case Study","301","Moved Permanently","true","","noopener","Root-Relative","//body/div[2]/main/div/div/div/div/div[17]/div/div[1]/div[2]/div/div/div/span/p/a","Content","HTML"
